frame_idx,time_sec,foot,knee_angle,knee_status,foot_strike_angle,foot_strike_status,overstride_distance,overstride_status,hip_y,is_foot_strike
296,4.9333,,,,,,,,0.4971124048814721,False
297,4.95,,,,,,,,0.4983098213259484,False
298,4.9667,,,,,,,,0.4992709295284954,False
299,4.9833,right,159.49498597454527,borderline,-12.451231738609158,forefoot_strike,0.014820229973056764,good_stride,0.5000733037921805,True
300,5.0,,,,,,,,0.5000057658883468,False
301,5.0167,,,,,,,,0.49955639953510833,False
302,5.0333,,,,,,,,0.4984522688545921,False
303,5.05,,,,,,,,0.4971955718502148,False
304,5.0667,,,,,,,,0.4959868626263889,False
305,5.0833,,,,,,,,0.4949475923541842,False
306,5.1,,,,,,,,0.49399749452494757,False
307,5.1167,,,,,,,,0.4931931738886052,False
308,5.1333,,,,,,,,0.49251854506768633,False
309,5.15,,,,,,,,0.4919708277820508,False
310,5.1667,left,159.63198585802428,borderline,-12.031241232474578,forefoot_strike,0.011478926273566503,good_stride,0.49198254362853944,True
311,5.1833,right,158.39964224057516,borderline,-61.79254592250085,forefoot_strike,0.053272120338685,good_stride,0.49237143602707334,True
312,5.2,,,,,,,,0.493029837502188,False
313,5.2167,,,,,,,,0.49365141173352967,False
314,5.2333,,,,,,,,0.49425462962905065,False
315,5.25,,,,,,,,0.4949917986490583,False
316,5.2667,,,,,,,,0.49583519464436726,False
317,5.2833,,,,,,,,0.4965400902313388,False
318,5.3,,,,,,,,0.4971215993185424,False
319,5.3167,,,,,,,,0.49760162056369334,False
320,5.3333,,,,,,,,0.49789875835112213,False
321,5.35,left,160.77445839903936,borderline,-16.274758628102852,forefoot_strike,0.03445792225851452,good_stride,0.49790166145273623,True
322,5.3667,,,,,,,,0.4973349618992603,False
323,5.3833,,,,,,,,0.49648449092942337,False
324,5.4,,,,,,,,0.4954118987568037,False
325,5.4167,,,,,,,,0.4943506431804725,False
326,5.4333,,,,,,,,0.4933409435295241,False
327,5.45,,,,,,,,0.4925011283898878,False
328,5.4667,,,,,,,,0.4918056098241772,False
329,5.4833,,,,,,,,0.49123012336649563,False
330,5.5,,,,,,,,0.4912140837776896,False
331,5.5167,,,,,,,,0.49165919049238405,False
332,5.5333,,,,,,,,0.4930773954220626,False
333,5.55,,,,,,,,0.4947417808363447,False
334,5.5667,,,,,,,,0.4964313269176703,False
335,5.5833,,,,,,,,0.49801717584250266,False
336,5.6,,,,,,,,0.4995445318812899,False
337,5.6167,,,,,,,,0.5009019914971373,False
